customer_id,age,gender,tenure_months,contract_type,monthly_charges,total_charges,internet_service,payment_method,support_calls,late_payments,online_security,tech_support,streaming_service,senior_citizen,family_members,churn
C105772,50,Male,13,Month-to-month,81.25,5345.08,Fiber optic,Mailed check,1,2,,No,No,0,2,1
C105773,66,Female,63,Month-to-month,54.82,6692.7,No,Mailed check,0,0,Yes,Yes,No,0,1,0
C105774,38,Male,44,Month-to-month,,8844.29,Fiber optic,Credit card,1,2,Yes,No,No,0,4,0
C105775,26,Male,24,Month-to-month,93.8,6342.58,DSL,Electronic check,1,1,No,Yes,No,0,3,0
C105776,23,Male,3,Two year,30.27,5100.65,Fiber optic,Electronic check,5,1,Yes,No,Yes,1,1,0
C105777,68,Female,10,One year,140.91,3741.27,Fiber optic,Electronic check,1,0,,No,Yes,1,3,1
C105778,62,Female,65,One year,55.29,5396.5,Fiber optic,Bank transfer,3,0,Yes,No,Yes,1,3,0
C105779,52,Female,49,Month-to-month,63.63,5447.43,No,Electronic check,1,5,No,No,Yes,0,4,1
C105780,56,Female,58,Two year,50.33,2037.63,DSL,Mailed check,1,3,No,No,No,0,1,0
C105781,39,Male,2,Month-to-month,20.39,6073.76,Fiber optic,Electronic check,2,1,Yes,Yes,No,1,5,1
C105782,58,Female,66,Month-to-month,110.03,1919.37,Fiber optic,Electronic check,0,2,Yes,No,Yes,0,5,0
C105783,71,Male,31,Two year,96.77,4460.6,No,Electronic check,3,1,No,Yes,Yes,1,5,0
C105784,22,Female,68,Month-to-month,,2412.84,DSL,Electronic check,1,2,No,Yes,Yes,0,1,0
C105785,59,Male,37,Month-to-month,25.33,2883.93,Fiber optic,Electronic check,0,1,Yes,No,Yes,0,5,0
C105786,40,Male,24,Month-to-month,140.73,5563.51,DSL,Credit card,2,2,Yes,Yes,No,0,1,0
C105787,34,Male,44,One year,63.02,673.92,DSL,Mailed check,0,0,Yes,Yes,No,1,5,0
C105788,29,Male,41,One year,138.7,207.11,DSL,Electronic check,4,1,Yes,No,No,0,2,0
C105789,40,Male,51,Month-to-month,33.93,1262.52,Fiber optic,Bank transfer,3,2,No,No,No,1,5,1
C105790,33,Female,42,One year,116.71,1601.49,No,Credit card,0,4,Yes,No,No,0,3,0
C105791,20,Male,40,One year,95.32,1861.07,DSL,Bank transfer,2,1,Yes,Yes,No,0,3,0
C105792,47,Male,48,Two year,66.56,6987.99,DSL,,1,0,Yes,No,No,0,4,0
C105793,74,Male,4,One year,30.29,4077.04,DSL,Electronic check,0,3,Yes,,Yes,0,4,0
C105794,39,Male,60,One year,98.62,4282.43,Fiber optic,Mailed check,4,1,No,Yes,No,0,5,0
C105795,26,Female,39,One year,23.44,5834.57,DSL,Electronic check,4,0,Yes,No,Yes,0,2,0
C105796,46,Female,5,Month-to-month,85.17,6589.07,No,,0,2,Yes,No,No,0,4,0
C105797,64,Male,6,Month-to-month,98.55,131.22,Fiber optic,Bank transfer,3,3,Yes,Yes,Yes,0,1,0
C105798,54,Male,14,Month-to-month,115.23,7724.86,Fiber optic,Mailed check,3,1,Yes,Yes,Yes,0,3,0
C105799,40,Male,70,Month-to-month,148.87,8897.07,Fiber optic,Electronic check,2,3,Yes,No,No,0,3,1
C105800,30,Male,12,Month-to-month,53.81,1184.09,Fiber optic,Mailed check,4,1,,Yes,Yes,0,1,1
C105801,49,Female,62,Month-to-month,61.91,5894.62,No,Electronic check,4,1,No,No,Yes,1,5,1
C105802,63,Female,27,Month-to-month,64.35,121.48,No,Mailed check,3,0,Yes,Yes,Yes,0,1,0
C105803,69,Male,54,Month-to-month,115.11,536.36,DSL,Mailed check,1,2,No,Yes,Yes,0,4,0
C105804,64,Male,12,Month-to-month,141.14,2636.51,No,Electronic check,2,1,No,No,No,0,5,0
C105805,65,Male,8,One year,146.66,7633.0,Fiber optic,Mailed check,3,1,No,Yes,Yes,1,3,0
C105806,40,Male,16,Two year,142.96,5907.26,DSL,Electronic check,2,1,Yes,No,No,0,4,0
C105807,62,Male,52,Month-to-month,134.32,4067.81,Fiber optic,,0,3,No,Yes,Yes,0,2,1
C105808,34,Female,26,Month-to-month,148.83,4003.53,DSL,Electronic check,4,2,No,No,Yes,0,2,0
C105809,72,Female,8,Month-to-month,68.87,4247.88,Fiber optic,Credit card,1,1,No,Yes,Yes,0,3,1
C105810,57,Male,45,Month-to-month,143.28,2868.19,Fiber optic,Electronic check,1,4,No,No,Yes,0,3,0
C105811,38,Female,19,Month-to-month,118.93,7911.66,DSL,Mailed check,1,0,No,No,Yes,0,1,0
C105812,19,Female,17,One year,41.9,5154.04,DSL,Credit card,1,0,Yes,Yes,Yes,0,4,0
C105813,54,Female,65,Month-to-month,25.91,4407.15,No,Electronic check,1,1,Yes,Yes,No,0,1,0
C105814,23,Male,29,One year,47.88,4239.18,Fiber optic,Mailed check,1,2,No,No,Yes,0,2,0
C105815,61,Female,14,One year,121.24,8428.86,DSL,Mailed check,1,1,No,No,Yes,1,1,0
C105816,35,Female,17,Month-to-month,102.12,6540.59,No,Mailed check,1,0,Yes,No,Yes,0,3,0
C105817,47,Male,13,Month-to-month,49.17,1388.85,No,Credit card,1,1,Yes,Yes,No,0,3,0
C105818,39,Female,63,Month-to-month,116.45,3989.03,DSL,Bank transfer,2,3,Yes,No,Yes,0,4,0
C105819,71,Male,33,Month-to-month,38.37,2666.51,Fiber optic,Bank transfer,0,2,No,No,Yes,0,4,0
C105820,50,Female,29,Month-to-month,126.84,8883.13,No,Credit card,0,1,No,No,No,0,1,0
C105821,47,Male,37,Two year,123.24,3797.02,DSL,Electronic check,6,2,Yes,No,Yes,0,1,1
C105822,34,Male,46,Two year,146.43,,Fiber optic,Bank transfer,2,2,Yes,Yes,No,1,5,0
C105823,60,Female,24,Two year,39.54,3759.79,DSL,Bank transfer,3,1,Yes,No,Yes,1,5,1
C105824,49,Female,14,Month-to-month,137.86,2960.02,Fiber optic,Mailed check,1,1,No,Yes,Yes,0,2,1
C105825,59,Male,5,Month-to-month,64.34,5436.29,DSL,Mailed check,2,0,Yes,No,No,0,4,0
C105826,68,Male,53,Month-to-month,74.09,,Fiber optic,Electronic check,3,0,No,No,No,1,3,0
C105827,31,Female,30,Month-to-month,80.9,420.17,DSL,Bank transfer,4,2,No,No,Yes,0,3,0
C105828,75,Female,60,Month-to-month,101.5,953.34,DSL,Mailed check,0,1,No,No,No,0,4,0
C105829,27,Female,28,One year,,2620.01,DSL,Credit card,2,1,Yes,No,Yes,1,2,0
C105830,64,Female,26,Month-to-month,97.99,3200.07,DSL,Electronic check,2,0,Yes,No,No,0,4,0
C105831,68,Male,18,Two year,140.47,7526.61,No,Mailed check,4,0,No,No,Yes,1,2,0
C105832,53,Male,36,Two year,53.15,2503.62,No,Mailed check,3,1,No,No,Yes,0,1,0
C105833,51,Male,8,Month-to-month,71.79,380.29,Fiber optic,Mailed check,0,2,No,No,Yes,1,2,0
C105834,26,Female,18,Two year,85.58,7048.53,Fiber optic,Credit card,0,0,No,Yes,Yes,0,2,0
C105835,59,Female,58,Month-to-month,61.98,7833.37,DSL,Credit card,1,0,No,No,Yes,1,1,0
C105836,45,Male,32,Month-to-month,146.99,4481.53,DSL,Mailed check,0,1,Yes,Yes,Yes,0,3,0
C105837,28,Male,49,One year,114.34,2635.85,DSL,Electronic check,3,0,No,Yes,Yes,0,3,0
C105838,31,Male,48,Month-to-month,82.25,6972.04,Fiber optic,Mailed check,1,0,Yes,No,Yes,0,5,0
C105839,56,Male,71,Two year,117.67,179.2,DSL,Bank transfer,4,1,Yes,No,Yes,1,5,0
C105840,72,Male,65,One year,80.77,8323.85,No,Mailed check,3,2,Yes,No,No,0,3,0
C105841,64,Male,33,Two year,22.24,7803.23,Fiber optic,Credit card,4,0,Yes,No,Yes,0,5,0
C105842,71,Female,50,Two year,90.62,4949.02,No,Bank transfer,1,1,,Yes,Yes,1,1,0
C105843,36,Male,4,Month-to-month,101.27,2570.47,Fiber optic,Credit card,5,3,No,Yes,No,0,5,1
C105844,71,Male,36,Month-to-month,147.56,392.32,Fiber optic,Electronic check,2,2,No,Yes,Yes,0,1,0
C105845,32,Male,28,Month-to-month,25.3,8998.43,DSL,Electronic check,1,2,Yes,No,Yes,1,5,0
C105846,45,Male,3,Month-to-month,86.57,6882.46,Fiber optic,Mailed check,3,0,No,Yes,Yes,0,5,0
C105847,41,Male,6,Month-to-month,32.76,3114.52,No,Electronic check,3,0,No,No,Yes,0,3,0
C105848,25,Male,45,Two year,39.37,271.52,DSL,Bank transfer,2,2,No,,Yes,0,1,1
C105849,60,Male,23,Month-to-month,99.36,5789.7,DSL,Credit card,4,1,No,No,No,1,3,0
C105850,26,Female,7,Two year,50.1,8883.45,DSL,Mailed check,3,0,No,No,No,0,2,0
C105851,64,Male,61,One year,117.39,6392.95,No,Electronic check,1,0,Yes,No,No,0,4,0
C105852,50,Female,65,Month-to-month,86.85,845.06,DSL,Credit card,3,1,Yes,Yes,No,0,4,1
C105853,50,Female,6,Month-to-month,48.37,3680.28,Fiber optic,Credit card,1,3,No,No,Yes,0,3,1
C105854,36,Female,24,Month-to-month,84.19,,DSL,Electronic check,1,0,No,Yes,Yes,0,4,0
C105855,20,Male,37,Month-to-month,20.11,8218.23,No,Mailed check,1,0,No,No,No,0,2,0
C105856,27,Male,45,Month-to-month,132.16,3040.69,Fiber optic,Credit card,2,0,Yes,No,Yes,0,4,1
C105857,57,Male,51,Month-to-month,21.65,6627.05,DSL,Mailed check,1,3,Yes,No,No,0,1,0
C105858,64,Male,45,One year,20.91,853.74,Fiber optic,Credit card,0,0,Yes,Yes,Yes,0,1,0
C105859,59,Male,63,Month-to-month,99.5,1242.89,Fiber optic,Mailed check,2,2,Yes,,Yes,0,5,0
C105860,18,Male,29,One year,146.56,6147.44,Fiber optic,Mailed check,1,3,Yes,No,No,0,5,0
C105861,46,Male,25,Two year,131.27,7606.97,Fiber optic,Electronic check,2,1,No,No,No,0,2,0
C105862,67,Male,10,Month-to-month,52.76,1892.9,DSL,Credit card,1,1,,No,No,1,5,1
C105863,51,Male,35,Month-to-month,45.57,3823.2,No,Electronic check,3,2,No,No,No,0,2,0
C105864,68,Male,55,One year,101.39,5612.81,DSL,Bank transfer,1,2,Yes,Yes,Yes,0,2,0
C105865,30,Female,25,Two year,126.94,7186.86,DSL,Mailed check,0,0,No,Yes,No,1,1,0
C105866,71,Male,45,Month-to-month,67.07,5690.95,DSL,Credit card,4,1,No,No,No,0,2,1
C105867,18,Male,12,Month-to-month,76.21,949.29,DSL,Electronic check,3,1,Yes,Yes,No,0,1,1
C105868,51,Male,4,Month-to-month,35.01,4931.09,Fiber optic,Bank transfer,2,1,No,No,No,0,5,1
C105869,46,Female,67,Month-to-month,39.87,7973.0,Fiber optic,Mailed check,3,1,No,Yes,No,0,4,0
C105870,65,Male,17,Month-to-month,93.89,7825.41,Fiber optic,Credit card,3,0,Yes,,No,0,2,0
C105871,64,Male,65,Month-to-month,33.35,5306.64,DSL,Electronic check,2,0,No,Yes,Yes,0,3,0
C105872,30,Female,53,One year,46.27,8961.7,DSL,Credit card,3,1,No,Yes,No,0,4,0
C105873,65,Male,57,Month-to-month,50.51,1035.6,Fiber optic,Mailed check,2,2,Yes,No,No,0,3,1
C105874,66,Female,28,Month-to-month,77.71,4359.5,Fiber optic,Bank transfer,2,1,No,No,No,0,2,0
C105875,70,Female,16,Month-to-month,25.93,6998.6,DSL,Mailed check,1,2,No,No,Yes,0,5,0
C105876,46,Female,21,Two year,84.97,1355.24,Fiber optic,Credit card,2,2,No,No,Yes,0,2,0
C105877,56,Female,42,Month-to-month,140.73,8757.47,DSL,Mailed check,1,3,Yes,No,No,1,3,0
C105878,41,Male,54,Two year,23.18,3251.01,Fiber optic,Electronic check,3,0,No,No,No,0,4,1
C105879,43,Female,32,Month-to-month,102.03,3216.24,No,Credit card,2,0,No,No,Yes,0,1,0
C105880,34,Female,38,Month-to-month,128.66,1997.43,DSL,Credit card,0,0,Yes,Yes,Yes,0,1,0
C105881,24,Male,70,Month-to-month,60.62,2663.36,Fiber optic,Credit card,4,0,No,No,No,0,4,0
C105882,30,Male,38,One year,37.1,5240.54,Fiber optic,Bank transfer,2,1,No,Yes,No,0,2,0
C105883,22,Male,54,Month-to-month,25.63,3921.25,DSL,Bank transfer,1,0,No,No,No,1,5,0
C105884,43,Female,60,One year,103.71,1821.07,Fiber optic,Credit card,1,0,No,No,Yes,1,5,0
C105885,66,Male,47,One year,91.79,7301.35,Fiber optic,Bank transfer,1,1,No,No,Yes,0,4,0
C105886,20,Female,12,One year,49.81,653.93,Fiber optic,Bank transfer,0,0,No,Yes,No,0,4,0
C105887,24,Female,53,Month-to-month,128.11,7528.41,Fiber optic,Electronic check,1,1,No,No,No,1,3,0
C105888,75,Male,33,Two year,115.62,2546.95,No,Bank transfer,5,2,Yes,Yes,No,0,2,0
C105889,66,Male,28,Month-to-month,55.94,4513.54,Fiber optic,Bank transfer,1,1,Yes,No,Yes,0,3,1
C105890,56,Male,3,Month-to-month,117.94,3491.47,Fiber optic,Bank transfer,1,2,Yes,Yes,Yes,0,2,0
C105891,70,Male,26,Month-to-month,51.85,5178.36,Fiber optic,Credit card,1,1,No,Yes,Yes,0,1,0
C105892,18,Male,54,One year,107.78,7184.31,DSL,Credit card,2,3,No,No,No,0,3,0
C105893,66,Male,40,Month-to-month,35.41,8904.95,Fiber optic,Bank transfer,1,0,Yes,Yes,No,0,3,0
C105894,34,Female,66,Month-to-month,109.99,2823.93,Fiber optic,Electronic check,2,1,Yes,No,Yes,0,5,1
C105895,60,Female,68,Month-to-month,51.04,5028.86,DSL,Bank transfer,2,1,Yes,No,No,0,2,0
C105896,42,Male,47,Month-to-month,94.42,4247.47,No,Electronic check,2,2,Yes,Yes,Yes,0,4,0
C105897,20,Female,2,Month-to-month,42.42,8990.46,Fiber optic,Mailed check,3,2,No,No,Yes,0,3,1
C105898,32,Female,42,Month-to-month,114.38,7299.33,Fiber optic,Electronic check,3,1,Yes,No,No,0,4,1
C105899,46,Female,34,Month-to-month,27.91,3634.05,No,Bank transfer,6,0,Yes,No,Yes,0,5,0
C105900,70,Female,21,Month-to-month,41.5,4344.22,Fiber optic,Electronic check,2,0,Yes,No,Yes,0,1,0
C105901,60,Female,44,Two year,43.94,2289.01,DSL,Electronic check,2,3,No,Yes,Yes,0,1,0
C105902,49,Female,2,Month-to-month,25.37,6821.7,Fiber optic,Electronic check,2,0,Yes,No,Yes,0,3,1
C105903,43,Male,59,Month-to-month,116.85,7622.38,No,Mailed check,0,2,Yes,Yes,Yes,1,3,0
C105904,33,Male,16,Month-to-month,147.52,8688.38,DSL,Bank transfer,1,1,Yes,Yes,Yes,0,5,0
C105905,42,Male,20,One year,121.19,5135.88,DSL,Electronic check,4,1,Yes,No,No,1,3,1
C105906,71,Female,26,Month-to-month,131.88,6069.08,DSL,Bank transfer,0,2,Yes,No,No,0,3,0
C105907,45,Male,16,Month-to-month,20.78,4069.92,DSL,Mailed check,0,2,No,No,No,0,1,0
C105908,26,Male,70,Month-to-month,35.32,5521.24,No,Credit card,1,0,No,No,No,0,2,0
C105909,73,Male,23,Two year,92.67,3203.87,DSL,Bank transfer,3,0,Yes,Yes,Yes,1,1,0
C105910,73,Female,42,One year,147.12,6665.43,Fiber optic,Credit card,1,0,Yes,Yes,No,0,2,0
C105911,18,Male,37,Month-to-month,105.89,302.03,No,Mailed check,1,2,Yes,Yes,No,0,5,0
C105912,46,Female,72,Month-to-month,68.64,353.27,Fiber optic,Mailed check,3,1,Yes,No,No,1,2,0
C105913,74,Male,6,Month-to-month,39.0,6473.48,DSL,Credit card,0,1,No,Yes,No,0,2,0
C105914,39,Male,37,Month-to-month,39.87,8383.08,Fiber optic,Bank transfer,3,0,Yes,Yes,No,1,2,0
C105915,33,Male,22,One year,67.16,5727.02,No,Credit card,2,3,Yes,Yes,Yes,0,4,0
C105916,58,Female,6,Month-to-month,112.8,6566.1,DSL,Mailed check,1,2,No,Yes,Yes,0,2,0
C105917,68,Female,32,One year,24.14,7433.02,DSL,Mailed check,0,0,Yes,Yes,No,0,2,0
C105918,61,Female,17,Month-to-month,130.78,3318.9,No,Bank transfer,0,1,No,No,Yes,0,1,0
C105919,68,Female,38,One year,142.4,1062.21,Fiber optic,Bank transfer,2,1,Yes,Yes,No,0,2,0
C105920,71,Female,17,Month-to-month,135.55,8404.52,Fiber optic,Electronic check,0,0,No,No,Yes,0,3,1
C105921,58,Male,37,Month-to-month,138.69,8453.28,No,Credit card,0,2,No,No,No,0,1,1
C105922,24,Male,23,One year,21.99,4032.38,Fiber optic,Bank transfer,3,2,No,Yes,Yes,0,2,0
C105923,31,Female,49,Month-to-month,147.11,2032.81,Fiber optic,Bank transfer,3,0,No,Yes,Yes,0,5,0
C105924,46,Female,61,One year,67.63,8041.95,Fiber optic,Credit card,1,0,No,Yes,No,0,4,0
C105925,36,Male,49,Two year,133.01,6405.0,DSL,Mailed check,1,2,Yes,No,Yes,0,5,0
C105926,36,Female,61,Month-to-month,44.29,173.23,DSL,Credit card,3,1,Yes,Yes,Yes,1,4,0
C105927,19,Male,32,Two year,78.05,1058.71,Fiber optic,Credit card,3,1,No,Yes,No,1,2,0
C105928,58,Female,63,Month-to-month,25.74,8850.48,DSL,Mailed check,3,1,Yes,No,Yes,0,1,0
C105929,62,Male,7,Month-to-month,25.21,439.34,No,Credit card,5,0,Yes,Yes,No,0,3,0
C105930,32,Female,22,One year,142.63,2614.74,DSL,Bank transfer,3,0,Yes,No,Yes,0,3,0
C105931,20,Female,6,One year,125.38,4981.62,Fiber optic,Credit card,1,1,Yes,No,No,0,4,0
C105932,28,Male,61,Month-to-month,88.88,1740.76,Fiber optic,Bank transfer,5,0,Yes,No,No,0,5,0
C105933,70,Male,14,One year,88.31,2165.28,Fiber optic,Mailed check,2,1,No,No,No,0,5,0
C105934,63,Female,16,Two year,117.34,3241.41,Fiber optic,Credit card,3,3,No,No,Yes,0,3,0
C105935,47,Female,3,Month-to-month,64.42,2499.03,Fiber optic,Electronic check,2,0,No,No,Yes,0,1,0
C105936,74,Male,9,Two year,119.04,7249.87,No,Credit card,3,1,No,Yes,No,0,1,1
C105937,57,Female,47,One year,83.05,,DSL,Credit card,5,0,No,Yes,No,1,2,0
C105938,35,Male,42,Two year,102.93,2579.72,Fiber optic,Bank transfer,3,1,No,Yes,Yes,0,1,0
C105939,68,Male,42,Month-to-month,145.43,2886.55,No,Bank transfer,1,1,No,No,No,1,4,0
C105940,65,Female,23,One year,81.27,454.8,DSL,Electronic check,4,3,Yes,No,Yes,0,3,0
C105941,19,Male,3,Month-to-month,74.39,539.59,No,Electronic check,2,0,No,Yes,Yes,0,1,1
C105942,49,Male,1,Two year,137.75,6489.38,Fiber optic,Mailed check,2,3,No,Yes,No,0,3,0
C105943,25,Female,67,One year,,1104.91,Fiber optic,,3,1,No,No,No,1,5,1
C105944,39,Male,71,Month-to-month,149.01,4334.59,Fiber optic,Credit card,3,0,No,No,Yes,0,3,0
C105945,23,Male,3,Month-to-month,91.61,7597.05,No,Bank transfer,1,1,No,No,No,0,5,0
C105946,29,Male,49,Two year,64.75,3379.24,DSL,Credit card,4,0,,Yes,No,0,2,0
C105947,64,Male,67,One year,51.25,3177.19,Fiber optic,Bank transfer,0,1,No,No,Yes,1,3,0
C105948,74,Female,55,Month-to-month,24.43,7870.13,Fiber optic,Mailed check,0,6,Yes,Yes,No,1,3,0
C105949,57,Male,4,Month-to-month,114.47,7797.17,Fiber optic,Bank transfer,2,0,Yes,No,Yes,0,5,1
C105950,53,Female,31,Two year,50.35,7933.22,DSL,Bank transfer,2,0,No,No,No,0,1,0
C105951,32,Male,66,Month-to-month,98.86,5190.03,DSL,Mailed check,2,2,Yes,No,Yes,0,1,0
C105952,45,Female,64,Month-to-month,139.16,8575.51,Fiber optic,Mailed check,1,1,No,Yes,Yes,0,5,0
C105953,69,Male,31,Two year,143.53,7388.78,Fiber optic,Bank transfer,0,0,No,,No,0,2,0
C105954,74,Female,63,Month-to-month,20.57,3799.15,DSL,Electronic check,4,2,No,Yes,No,0,5,0
C105955,66,Male,66,Month-to-month,61.22,5703.04,DSL,Bank transfer,2,0,No,Yes,No,0,3,0
C105956,62,Male,31,Month-to-month,128.86,1183.92,Fiber optic,,1,1,Yes,Yes,Yes,0,4,0
C105957,35,Male,47,Two year,89.74,5006.86,Fiber optic,Electronic check,1,2,No,No,Yes,0,2,0
C105958,19,Male,22,Month-to-month,124.98,2442.03,No,Electronic check,5,1,Yes,No,Yes,0,3,0
C105959,30,Female,46,One year,130.93,2623.57,DSL,Credit card,2,0,Yes,Yes,Yes,1,3,0
C105960,62,Female,58,Two year,77.54,1218.89,No,Mailed check,3,1,Yes,No,Yes,0,2,0
C105961,71,Male,61,Month-to-month,66.67,3287.97,No,Credit card,5,1,No,No,Yes,0,3,0
C105962,32,Female,46,Two year,79.21,4384.37,Fiber optic,Mailed check,4,0,No,Yes,Yes,0,3,0
C105963,37,Male,1,Month-to-month,104.86,5443.15,DSL,Electronic check,2,0,No,Yes,Yes,0,4,1
C105964,46,Male,25,One year,67.73,2813.34,No,Electronic check,1,3,No,Yes,No,0,4,1
C105965,59,Female,61,Month-to-month,120.75,7151.01,DSL,Mailed check,2,1,No,Yes,No,0,3,0
C105966,46,Female,14,One year,137.52,4736.54,Fiber optic,Electronic check,2,0,No,Yes,Yes,0,5,0
C105967,20,Female,45,Month-to-month,56.7,5778.66,Fiber optic,Mailed check,1,1,No,Yes,No,0,5,0
C105968,36,Male,39,Month-to-month,145.45,2575.48,Fiber optic,Bank transfer,6,0,No,No,No,0,4,1
C105969,20,Male,66,Two year,100.95,7345.81,Fiber optic,Mailed check,3,1,Yes,No,No,0,4,0
C105970,71,Female,32,Month-to-month,134.16,5656.04,Fiber optic,Mailed check,0,0,No,No,Yes,0,4,1
C105971,31,Male,58,Two year,33.51,7774.9,No,Bank transfer,3,1,No,Yes,Yes,1,4,0
C105972,57,Female,56,Month-to-month,52.69,1523.57,No,Electronic check,0,2,No,No,Yes,1,4,0
C105973,72,Female,6,Month-to-month,61.73,3487.9,Fiber optic,Electronic check,1,2,Yes,Yes,No,0,2,0
C105974,21,Female,67,Two year,59.37,1105.84,Fiber optic,Electronic check,5,0,Yes,No,Yes,0,5,0
C105975,69,Female,50,Month-to-month,,2018.19,Fiber optic,Credit card,2,0,Yes,No,Yes,1,1,0
C105976,28,Female,38,Two year,132.87,3611.47,Fiber optic,Credit card,3,2,Yes,No,No,0,1,0
C105977,75,Female,3,Month-to-month,74.42,8061.78,DSL,Mailed check,2,0,No,Yes,No,1,1,1
C105978,48,Male,5,Month-to-month,145.21,5057.66,Fiber optic,Mailed check,3,2,No,No,No,0,2,1
C105979,60,Male,24,One year,95.85,3040.37,DSL,Mailed check,1,1,No,No,No,1,5,0
C105980,49,Female,54,Month-to-month,37.99,6747.4,Fiber optic,Bank transfer,1,1,No,Yes,No,0,1,0
C105981,44,Female,34,Month-to-month,90.97,275.18,Fiber optic,Bank transfer,2,0,No,No,No,0,1,0
C105982,47,Female,39,One year,149.16,3393.82,DSL,Credit card,5,3,No,No,No,1,1,1
C105983,60,Male,48,Month-to-month,93.47,5447.4,DSL,Bank transfer,4,1,No,No,No,0,5,0
C105984,19,Female,49,Month-to-month,20.24,5290.81,Fiber optic,Mailed check,3,1,No,No,Yes,1,2,1
C105985,66,Female,34,Two year,141.3,5507.27,Fiber optic,Bank transfer,4,2,Yes,Yes,No,0,3,0
C105986,26,Female,7,Two year,50.54,1982.36,Fiber optic,Mailed check,4,0,Yes,No,Yes,0,5,0
C105987,45,Male,18,Month-to-month,109.51,3100.0,DSL,Electronic check,0,0,No,No,Yes,0,4,0
C105988,48,Female,70,Month-to-month,86.96,8390.93,DSL,Electronic check,2,3,Yes,Yes,No,0,4,0
C105989,51,Male,34,One year,62.31,8768.38,Fiber optic,Credit card,1,0,No,No,No,0,2,0
C105990,73,Male,51,Month-to-month,56.74,2877.14,Fiber optic,Mailed check,2,0,No,No,Yes,1,2,1
C105991,32,Female,68,Month-to-month,140.74,5836.08,Fiber optic,Electronic check,1,0,Yes,Yes,No,0,5,0
C105992,65,Male,14,Two year,138.55,2247.54,Fiber optic,Mailed check,1,1,Yes,Yes,Yes,0,3,0
C105993,42,Male,69,Month-to-month,86.71,,Fiber optic,Bank transfer,0,1,No,Yes,No,0,5,0
C105994,53,Male,8,One year,53.6,7151.78,Fiber optic,Electronic check,3,1,Yes,No,Yes,0,2,0
C105995,25,Female,15,Two year,33.3,4560.49,No,Bank transfer,0,2,Yes,Yes,Yes,0,4,0
C105996,26,Male,59,One year,40.35,7661.35,No,Mailed check,3,0,Yes,Yes,No,0,4,0
C105997,75,Female,11,Two year,87.89,5695.79,DSL,Credit card,3,2,No,No,No,0,5,0
C105998,75,Female,20,Month-to-month,60.02,5697.4,Fiber optic,Electronic check,0,1,Yes,Yes,No,0,1,1
C105999,54,Female,55,Month-to-month,25.47,401.53,Fiber optic,Credit card,3,0,Yes,Yes,No,0,4,0
C106000,65,Male,36,Two year,79.17,6772.07,DSL,Electronic check,1,2,Yes,Yes,Yes,0,5,0
C106001,62,Female,14,Month-to-month,117.0,8803.01,Fiber optic,Electronic check,0,0,Yes,No,No,0,1,0
C106002,56,Male,58,One year,135.92,4309.95,Fiber optic,Electronic check,3,2,No,No,No,1,5,0
C106003,49,Male,38,Month-to-month,96.09,1511.36,Fiber optic,Credit card,5,0,Yes,No,Yes,0,1,0
C106004,75,Male,1,One year,114.03,8795.1,DSL,Electronic check,2,1,No,Yes,Yes,0,4,0
C106005,69,Male,65,Month-to-month,67.33,2682.12,DSL,Bank transfer,3,4,Yes,Yes,Yes,1,5,0
C106006,34,Female,1,Month-to-month,84.51,3741.86,DSL,Mailed check,2,3,Yes,Yes,Yes,0,1,1
C106007,52,Female,60,Month-to-month,114.85,788.56,Fiber optic,Electronic check,1,3,No,No,No,0,5,1
C106008,54,Male,25,One year,114.6,1086.45,No,Electronic check,4,0,No,No,Yes,0,3,1
C106009,36,Female,10,Month-to-month,,2027.43,Fiber optic,Bank transfer,4,5,No,Yes,No,0,2,1
C106010,61,Female,50,One year,90.68,4981.35,Fiber optic,Credit card,1,1,Yes,No,No,0,1,0
C106011,46,Female,12,Month-to-month,140.1,5064.32,DSL,Credit card,5,0,No,No,Yes,0,4,0
C106012,24,Male,32,Month-to-month,102.16,5495.57,Fiber optic,Bank transfer,0,0,Yes,No,Yes,1,1,0
C106013,45,Female,33,One year,103.53,5295.97,Fiber optic,Electronic check,2,0,Yes,Yes,No,0,5,0
C106014,26,Male,72,Month-to-month,122.0,4507.61,DSL,Bank transfer,1,1,Yes,No,No,0,2,0
C106015,45,Female,26,Month-to-month,34.98,7238.68,Fiber optic,Bank transfer,1,1,No,No,No,0,5,1
C106016,23,Male,42,Month-to-month,87.97,8411.71,DSL,Mailed check,3,0,No,No,No,0,1,0
C106017,46,Male,50,One year,144.73,2500.88,Fiber optic,Mailed check,3,3,No,No,No,1,4,1
C106018,75,Male,61,Two year,67.02,1258.72,Fiber optic,Electronic check,3,0,No,Yes,Yes,0,2,0
C106019,34,Female,41,Month-to-month,58.34,3883.28,No,,2,1,No,No,Yes,0,3,0
C106020,33,Male,57,Month-to-month,98.16,335.16,DSL,Credit card,1,1,No,No,Yes,0,3,1
C106021,40,Female,2,Month-to-month,48.75,7961.54,DSL,Credit card,1,2,Yes,No,No,0,3,0
C106022,48,Male,70,One year,92.27,2233.39,No,Mailed check,3,2,Yes,No,No,0,2,0
C106023,20,Female,31,Month-to-month,40.23,4988.74,DSL,Credit card,0,0,Yes,No,Yes,0,4,0
C106024,38,Male,23,One year,95.37,1124.35,Fiber optic,Bank transfer,0,0,No,No,Yes,0,1,0
