age,gender,tenure_months,contract_type,monthly_charges,total_charges,internet_service,payment_method,support_calls,late_payments,online_security,tech_support,streaming_service,senior_citizen,family_members,churn
59,Male,16,Month-to-month,26.65,7935.51,DSL,Credit card,2,1,No,Yes,No,1,5,0
25,Male,38,Month-to-month,108.48,8946.43,DSL,Credit card,3,2,No,No,No,0,3,0
47,Female,53,Month-to-month,90.37,1534.52,DSL,Bank transfer,2,2,No,No,Yes,0,1,0
49,Male,53,Two year,104.16,309.85,DSL,Bank transfer,1,0,Yes,Yes,Yes,0,1,0
53,Male,46,One year,55.8,2051.97,DSL,Mailed check,2,0,No,Yes,Yes,0,1,0
64,Female,15,One year,56.22,5350.57,No,Mailed check,1,1,No,No,No,0,5,0
47,Male,59,One year,124.18,1648.17,DSL,Bank transfer,1,1,Yes,No,Yes,0,5,0
60,Female,9,One year,95.36,3737.17,Fiber optic,Bank transfer,3,0,No,No,Yes,0,1,1
34,Female,3,Month-to-month,32.23,4155.0,DSL,Electronic check,2,0,No,Yes,No,1,4,0
37,Male,47,One year,131.3,8139.62,DSL,Mailed check,2,0,No,Yes,No,0,5,0
41,Male,5,One year,120.09,412.7,DSL,Credit card,0,3,Yes,Yes,No,0,4,0
39,Female,5,Month-to-month,139.42,5904.33,No,Electronic check,2,1,Yes,No,Yes,0,4,1
46,Male,10,One year,41.92,5880.68,No,Electronic check,3,1,Yes,No,No,0,2,1
39,Female,63,One year,109.27,3784.51,No,Bank transfer,6,0,No,No,Yes,0,1,0
61,Female,25,Month-to-month,145.19,239.51,DSL,Mailed check,6,1,Yes,No,Yes,0,3,1
26,Female,44,Month-to-month,60.3,6234.24,Fiber optic,Bank transfer,1,0,No,No,Yes,0,1,0
54,Male,25,Two year,21.99,7482.29,Fiber optic,Mailed check,4,0,Yes,No,No,0,5,0
27,Female,30,One year,115.53,858.55,No,Bank transfer,1,2,No,Yes,No,0,2,0
53,Female,14,Two year,20.91,4030.4,DSL,Bank transfer,2,0,Yes,No,Yes,0,2,0
54,Male,43,Month-to-month,133.43,1547.09,Fiber optic,Electronic check,0,0,No,Yes,No,0,2,0
45,Male,28,Month-to-month,27.32,5537.35,DSL,Credit card,4,1,No,Yes,No,0,3,1
45,Female,19,Month-to-month,104.86,7091.88,DSL,Credit card,1,1,No,No,Yes,0,2,0
59,Female,42,One year,69.03,6033.69,Fiber optic,Electronic check,2,3,No,No,Yes,0,1,1
60,Male,20,Month-to-month,46.43,2930.73,DSL,Mailed check,3,0,No,Yes,Yes,0,1,0
41,Female,54,Month-to-month,117.01,7168.99,Fiber optic,Mailed check,2,0,Yes,No,Yes,0,3,0
59,Female,24,One year,64.26,2982.86,DSL,Credit card,3,2,No,Yes,Yes,0,2,0
19,Male,17,One year,115.68,5185.65,No,Bank transfer,1,2,No,No,Yes,0,2,1
72,Female,28,Two year,128.75,2295.43,Fiber optic,Credit card,1,1,Yes,No,Yes,0,3,0
25,Male,50,One year,113.06,7586.73,Fiber optic,Mailed check,1,1,No,No,Yes,0,4,0
65,Female,55,Month-to-month,103.2,1374.97,No,Mailed check,4,0,No,No,Yes,0,1,0
44,Male,10,Two year,49.63,3969.73,DSL,Mailed check,4,2,Yes,No,Yes,0,5,0
54,Male,58,Month-to-month,117.46,6237.45,DSL,Credit card,2,1,No,Yes,Yes,1,3,0
44,Female,34,Two year,87.25,4981.93,Fiber optic,Mailed check,1,1,No,Yes,Yes,0,3,0
74,Male,43,Month-to-month,86.51,7139.79,Fiber optic,Electronic check,3,0,No,Yes,Yes,0,5,0
46,Female,11,Month-to-month,93.99,4181.65,DSL,Bank transfer,2,2,No,No,No,0,4,1
20,Female,33,Month-to-month,127.68,142.8,DSL,Credit card,0,2,Yes,Yes,Yes,0,4,0
61,Male,58,Month-to-month,116.49,2015.25,Fiber optic,Credit card,2,1,Yes,No,Yes,0,5,0
30,Male,46,One year,131.31,8992.5,Fiber optic,Credit card,1,2,No,Yes,Yes,0,4,0
62,Male,61,Month-to-month,85.95,3707.57,No,Bank transfer,2,0,Yes,Yes,No,0,4,0
27,Male,62,One year,101.2,5620.09,DSL,Credit card,4,1,Yes,Yes,Yes,0,3,0
53,Male,1,One year,131.09,8153.89,Fiber optic,Electronic check,3,1,Yes,Yes,Yes,1,1,0
26,Female,21,Month-to-month,50.2,282.67,Fiber optic,Credit card,4,0,No,Yes,Yes,0,2,0
71,Male,62,Month-to-month,77.72,5970.51,No,Credit card,0,0,Yes,Yes,Yes,0,4,0
73,Male,64,Month-to-month,100.68,2666.56,DSL,Electronic check,3,4,No,Yes,Yes,0,4,1
72,Female,56,Two year,138.97,2585.31,DSL,Bank transfer,1,1,Yes,No,No,1,4,0
44,Male,1,One year,22.06,2101.18,DSL,Bank transfer,0,0,No,No,No,0,4,0
51,Male,21,Two year,47.63,7422.29,Fiber optic,Credit card,3,1,Yes,Yes,Yes,0,3,0
68,Male,22,Month-to-month,50.48,3419.23,Fiber optic,Bank transfer,3,1,No,No,No,0,2,0
18,Female,54,Month-to-month,62.46,697.34,Fiber optic,Electronic check,2,0,Yes,No,No,1,3,0
46,Female,51,Month-to-month,135.13,8100.46,DSL,Electronic check,2,0,No,No,Yes,0,4,1
24,Male,63,Two year,102.81,3904.25,No,Credit card,7,1,Yes,Yes,Yes,1,4,0
66,Female,15,Month-to-month,51.4,8252.84,Fiber optic,Electronic check,4,1,No,No,Yes,0,2,1
20,Male,36,Two year,132.29,7375.57,Fiber optic,Electronic check,2,1,Yes,No,Yes,0,3,1
37,Male,29,Month-to-month,102.17,7557.16,Fiber optic,Credit card,1,1,No,Yes,Yes,0,2,0
37,Male,52,Two year,48.47,2652.8,DSL,Credit card,6,0,Yes,No,No,0,2,0
70,Male,46,Month-to-month,67.02,2514.7,Fiber optic,Bank transfer,3,2,Yes,No,Yes,0,2,1
47,Male,69,Two year,122.7,5084.61,DSL,Mailed check,1,2,Yes,Yes,Yes,0,4,0
52,Female,29,Month-to-month,116.06,3819.53,Fiber optic,Bank transfer,1,1,Yes,No,No,0,3,0
52,Female,47,Two year,94.96,4630.64,Fiber optic,Credit card,2,1,No,Yes,Yes,0,4,1
66,Female,25,Month-to-month,38.82,573.52,DSL,Credit card,1,0,No,Yes,Yes,0,3,0
56,Female,16,Month-to-month,124.43,8747.15,Fiber optic,Bank transfer,3,1,No,No,No,0,3,0
44,Male,41,Month-to-month,59.98,617.7,DSL,Mailed check,2,1,Yes,No,Yes,0,3,0
43,Male,65,Month-to-month,120.31,1691.6,DSL,Mailed check,5,1,No,Yes,Yes,1,1,1
31,Female,69,One year,104.18,6135.98,No,Credit card,0,2,No,Yes,No,0,1,0
34,Male,20,Two year,54.34,1483.96,Fiber optic,Mailed check,3,1,No,Yes,Yes,0,2,0
35,Female,69,One year,47.61,1051.14,Fiber optic,Electronic check,3,1,No,Yes,No,0,4,1
62,Female,36,One year,37.02,1467.22,Fiber optic,Bank transfer,3,2,No,No,Yes,0,4,0
69,Female,58,Month-to-month,51.45,651.09,Fiber optic,Mailed check,2,1,Yes,No,No,0,2,0
46,Female,48,One year,40.52,2336.74,Fiber optic,Mailed check,2,0,Yes,Yes,Yes,0,2,0
37,Male,2,Month-to-month,100.22,2512.96,DSL,Bank transfer,2,1,Yes,No,No,0,2,1
70,Male,29,Two year,97.84,4537.74,Fiber optic,Electronic check,1,1,No,Yes,No,0,4,1
44,Female,16,Month-to-month,96.2,4004.63,Fiber optic,Mailed check,3,0,Yes,No,Yes,0,5,1
21,Female,62,Month-to-month,125.92,5582.75,DSL,Credit card,2,1,No,No,No,0,3,0
18,Female,4,Month-to-month,138.76,2155.56,DSL,Credit card,1,0,No,Yes,Yes,0,2,1
67,Female,68,Month-to-month,49.95,1298.87,No,Electronic check,1,0,Yes,Yes,Yes,0,4,0
18,Male,51,Month-to-month,96.41,7922.02,Fiber optic,Electronic check,1,1,Yes,Yes,No,1,3,0
75,Female,33,Month-to-month,30.18,5742.08,No,Bank transfer,1,1,No,No,No,0,5,0
43,Female,24,Month-to-month,35.62,639.9,Fiber optic,Bank transfer,4,1,No,Yes,Yes,1,5,1
62,Male,25,Two year,105.06,8653.36,Fiber optic,Bank transfer,3,2,No,No,No,0,4,0
37,Male,28,Month-to-month,83.26,6268.31,DSL,Mailed check,4,1,No,Yes,Yes,0,2,0
69,Male,7,Two year,118.58,1450.17,DSL,Credit card,1,2,No,No,Yes,0,3,0
40,Male,36,Month-to-month,75.34,8725.3,Fiber optic,Bank transfer,1,2,No,No,No,0,3,1
27,Male,10,Month-to-month,36.59,3352.13,DSL,Mailed check,3,1,Yes,Yes,No,0,3,0
28,Male,36,One year,133.37,8862.14,Fiber optic,Mailed check,1,0,No,No,Yes,0,3,1
58,Male,6,Month-to-month,44.57,1523.73,DSL,Bank transfer,1,0,No,No,Yes,0,3,0
22,Male,7,One year,56.01,5951.03,DSL,Electronic check,0,0,No,No,Yes,0,5,0
75,Female,12,Month-to-month,149.39,297.08,No,Electronic check,1,1,Yes,No,Yes,0,1,1
18,Male,41,One year,74.19,266.34,DSL,Mailed check,1,0,Yes,No,No,0,3,0
34,Female,63,Month-to-month,85.22,7148.65,Fiber optic,Credit card,1,2,No,No,Yes,0,3,0
39,Female,25,Month-to-month,120.06,1593.24,Fiber optic,Mailed check,5,0,No,No,No,0,2,1
51,Female,53,Two year,102.73,8277.23,DSL,Mailed check,3,2,No,Yes,Yes,0,1,0
73,Female,33,One year,129.38,3890.48,Fiber optic,Mailed check,2,2,No,No,Yes,0,3,0
58,Female,62,Two year,146.38,3818.1,DSL,Bank transfer,2,2,No,No,No,1,5,0
46,Female,66,Two year,123.59,4819.05,No,Mailed check,0,2,No,Yes,No,1,4,0
21,Female,9,Month-to-month,72.18,2916.98,Fiber optic,Mailed check,4,1,Yes,No,No,0,4,0
22,Male,67,Month-to-month,69.57,5956.88,Fiber optic,Bank transfer,2,0,No,Yes,Yes,0,5,0
28,Female,16,Two year,140.83,2931.99,Fiber optic,Bank transfer,0,1,No,No,No,0,3,0
73,Female,55,Month-to-month,108.97,2086.21,DSL,Mailed check,1,1,Yes,No,Yes,0,4,0
68,Female,40,Month-to-month,100.79,821.32,DSL,Credit card,2,0,No,Yes,Yes,1,5,1
38,Female,26,Month-to-month,118.52,613.26,DSL,Electronic check,1,0,Yes,Yes,No,0,2,0
52,Male,38,One year,92.91,2823.17,DSL,Electronic check,0,2,Yes,Yes,Yes,0,2,0
29,Female,35,Two year,40.69,6654.61,DSL,Mailed check,2,2,No,No,Yes,0,1,0
43,Male,68,One year,61.5,1930.02,DSL,Credit card,2,1,No,Yes,Yes,0,2,0
68,Male,59,Two year,92.53,2763.12,DSL,Bank transfer,1,1,No,No,No,0,1,0
36,Female,14,Month-to-month,22.36,8156.03,DSL,Credit card,2,3,Yes,No,Yes,0,4,0
62,Female,47,Month-to-month,76.86,5788.5,Fiber optic,Electronic check,5,2,No,No,No,0,3,1
24,Male,71,One year,118.25,8285.53,DSL,Credit card,1,1,Yes,No,Yes,0,4,0
64,Female,72,Two year,41.35,8209.91,Fiber optic,Mailed check,1,0,No,Yes,No,0,1,0
72,Female,42,Month-to-month,28.39,664.36,Fiber optic,Credit card,2,0,No,Yes,Yes,0,5,0
24,Male,51,Month-to-month,128.68,8599.58,Fiber optic,Electronic check,2,0,Yes,No,No,0,1,1
43,Male,19,Month-to-month,100.25,555.48,Fiber optic,Mailed check,3,0,No,No,No,0,4,1
57,Female,66,Month-to-month,42.96,8338.01,No,Mailed check,0,1,No,No,No,0,3,0
22,Female,47,Month-to-month,124.82,4965.93,Fiber optic,Credit card,0,0,Yes,Yes,No,0,2,0
38,Female,65,Month-to-month,105.56,4845.39,DSL,Mailed check,1,0,Yes,No,Yes,1,2,0
21,Female,38,Month-to-month,68.91,7924.98,Fiber optic,Credit card,1,1,Yes,Yes,Yes,0,3,0
40,Male,13,One year,40.27,5591.34,Fiber optic,Bank transfer,2,2,No,No,Yes,0,4,0
59,Male,44,Month-to-month,128.58,3886.06,Fiber optic,Electronic check,1,2,Yes,Yes,Yes,1,2,1
37,Female,24,Month-to-month,86.17,1095.82,Fiber optic,Bank transfer,2,2,No,Yes,No,0,3,0
32,Male,30,One year,92.41,7123.96,DSL,Electronic check,2,1,Yes,Yes,Yes,0,3,0
67,Female,70,Two year,134.85,1241.81,No,Electronic check,4,0,Yes,No,No,0,2,0
69,Female,38,Month-to-month,22.06,6564.66,Fiber optic,Mailed check,4,1,Yes,No,Yes,0,5,1
62,Male,23,Two year,28.7,4798.53,Fiber optic,Electronic check,1,1,No,Yes,No,1,5,0
46,Female,57,Two year,41.01,3533.94,No,Credit card,1,2,No,Yes,No,0,4,0
25,Male,23,Month-to-month,23.9,5555.58,Fiber optic,Bank transfer,1,1,Yes,No,Yes,0,3,0
58,Male,36,Month-to-month,105.56,6973.97,Fiber optic,Mailed check,2,1,No,Yes,Yes,0,3,1
65,Female,57,One year,102.4,8476.14,No,Mailed check,1,1,No,No,No,0,3,0
36,Female,1,Month-to-month,47.4,2455.8,Fiber optic,Electronic check,2,1,No,Yes,Yes,0,1,0
65,Female,72,Month-to-month,39.42,8529.46,Fiber optic,Bank transfer,0,0,No,No,No,0,4,0
56,Female,3,Month-to-month,38.94,8652.44,No,Bank transfer,1,0,No,Yes,Yes,0,4,0
63,Male,14,Month-to-month,143.92,7341.31,DSL,Bank transfer,5,0,Yes,Yes,Yes,0,3,1
63,Male,70,Month-to-month,96.11,6262.6,DSL,Bank transfer,3,2,No,Yes,Yes,0,1,1
74,Female,69,Month-to-month,61.92,447.97,Fiber optic,Credit card,3,0,No,Yes,No,0,1,1
44,Male,51,Month-to-month,76.3,5218.2,DSL,Credit card,1,3,Yes,Yes,Yes,1,5,0
21,Male,29,One year,31.62,6750.12,Fiber optic,Electronic check,7,2,No,No,No,0,2,1
75,Female,48,One year,149.76,8481.16,DSL,Electronic check,2,2,Yes,No,Yes,0,3,0
32,Female,16,Two year,118.16,5177.02,DSL,Credit card,0,1,No,Yes,Yes,0,1,1
52,Female,57,One year,100.79,7168.39,No,Electronic check,2,1,Yes,No,Yes,0,2,1
54,Male,10,One year,96.41,6374.84,DSL,Mailed check,2,3,No,No,Yes,0,4,1
18,Female,19,Month-to-month,85.56,2599.15,DSL,Credit card,3,2,Yes,Yes,No,0,1,1
20,Male,67,Month-to-month,53.47,1477.08,DSL,Mailed check,5,1,No,No,Yes,1,3,0
64,Male,36,One year,49.43,6783.06,Fiber optic,Bank transfer,3,2,No,No,Yes,0,5,1
41,Male,4,Two year,91.44,2180.54,Fiber optic,Mailed check,4,1,No,Yes,No,0,5,0
44,Male,33,Two year,29.13,2277.75,No,Bank transfer,3,0,Yes,No,Yes,0,2,0
57,Male,28,One year,29.68,5831.12,DSL,Credit card,5,0,Yes,No,No,0,3,0
53,Female,9,Month-to-month,92.91,7122.71,Fiber optic,Electronic check,3,0,No,No,No,0,5,0
51,Male,6,Month-to-month,139.58,5282.76,Fiber optic,Electronic check,1,2,Yes,No,Yes,0,3,1
46,Female,49,Month-to-month,138.86,7976.35,Fiber optic,Credit card,5,0,No,Yes,No,0,3,0
41,Male,22,Month-to-month,21.41,1981.85,Fiber optic,Mailed check,1,1,No,Yes,No,0,4,0
41,Male,48,Month-to-month,33.96,2346.49,Fiber optic,Credit card,1,1,Yes,No,No,0,5,0
59,Female,21,Month-to-month,95.8,5768.9,DSL,Bank transfer,1,2,No,Yes,Yes,0,3,1
21,Male,33,Month-to-month,130.3,7481.38,DSL,Electronic check,1,2,No,Yes,Yes,0,2,1
20,Male,56,One year,144.08,4900.23,Fiber optic,Bank transfer,3,1,No,No,No,0,1,0
51,Female,29,Month-to-month,131.88,192.4,Fiber optic,Credit card,2,0,Yes,No,No,1,2,0
74,Female,53,One year,108.09,6124.79,Fiber optic,Electronic check,4,1,No,No,Yes,0,4,0
66,Male,40,Month-to-month,46.07,7340.88,Fiber optic,Bank transfer,3,2,Yes,No,No,1,5,1
40,Male,18,Month-to-month,29.44,2561.24,Fiber optic,Electronic check,5,1,Yes,No,Yes,0,5,1
70,Male,47,Two year,26.18,582.36,Fiber optic,Electronic check,3,3,Yes,Yes,No,0,1,0
73,Female,13,Month-to-month,99.57,4709.77,DSL,Credit card,4,2,No,Yes,Yes,0,5,1
69,Male,27,Two year,24.7,475.18,Fiber optic,Bank transfer,1,0,Yes,Yes,No,0,2,0
40,Female,62,Month-to-month,116.1,3802.55,DSL,Credit card,1,0,No,Yes,Yes,0,4,0
62,Female,45,Month-to-month,112.62,258.58,Fiber optic,Mailed check,2,3,Yes,Yes,No,0,5,0
22,Male,3,Month-to-month,30.35,2102.2,Fiber optic,Bank transfer,4,1,Yes,Yes,Yes,0,1,1
48,Female,22,Month-to-month,137.86,3560.52,Fiber optic,Credit card,1,1,No,Yes,No,0,1,0
74,Female,67,Month-to-month,137.21,7460.85,DSL,Credit card,0,1,No,Yes,Yes,0,4,0
23,Female,46,Month-to-month,37.5,7348.89,Fiber optic,Mailed check,1,0,No,Yes,No,0,5,0
54,Female,33,Two year,120.75,1263.43,No,Mailed check,2,0,No,Yes,No,0,5,0
27,Male,7,Month-to-month,140.74,5809.29,DSL,Electronic check,0,0,Yes,No,No,0,3,0
57,Male,15,Month-to-month,47.07,2909.25,No,Credit card,2,0,Yes,Yes,Yes,0,4,0
24,Male,26,Month-to-month,109.49,4340.17,Fiber optic,Electronic check,3,3,No,Yes,No,0,4,1
56,Female,11,Two year,148.6,7540.42,Fiber optic,Bank transfer,5,1,Yes,Yes,Yes,0,4,0
55,Female,38,Month-to-month,106.5,1328.05,No,Electronic check,1,0,Yes,Yes,No,0,2,0
38,Female,27,Two year,28.94,5614.91,Fiber optic,Mailed check,6,2,No,No,No,0,2,1
37,Male,7,Month-to-month,96.5,8487.34,Fiber optic,Electronic check,2,3,No,No,No,0,4,0
20,Male,1,Two year,43.38,611.45,Fiber optic,Electronic check,3,0,Yes,No,Yes,0,5,0
68,Female,21,Month-to-month,23.97,634.06,DSL,Mailed check,3,4,No,No,No,0,2,1
39,Female,30,Month-to-month,63.54,5037.21,Fiber optic,Electronic check,3,3,Yes,Yes,No,0,5,0
64,Female,8,One year,54.59,8644.67,DSL,Electronic check,2,1,No,Yes,No,0,3,0
21,Female,3,Two year,122.54,2062.22,Fiber optic,Bank transfer,2,0,Yes,No,Yes,0,4,0
45,Male,55,Two year,68.58,3044.05,DSL,Bank transfer,2,0,Yes,No,Yes,0,4,0
29,Male,15,One year,115.28,977.97,Fiber optic,Bank transfer,0,2,Yes,Yes,No,0,2,0
55,Male,36,One year,22.11,3324.0,Fiber optic,Mailed check,2,2,No,Yes,No,0,2,0
68,Female,6,One year,21.93,494.56,DSL,Bank transfer,2,1,No,No,No,1,2,0
53,Male,42,One year,23.81,3562.94,DSL,Bank transfer,4,2,No,Yes,Yes,0,4,0
64,Female,50,Two year,48.52,5043.84,Fiber optic,Mailed check,0,1,No,No,No,1,3,0
58,Female,18,Month-to-month,68.62,8777.54,Fiber optic,Mailed check,2,3,Yes,No,Yes,1,5,1
22,Female,50,One year,99.02,7383.65,Fiber optic,Mailed check,3,1,Yes,Yes,Yes,0,5,1
30,Male,30,Month-to-month,148.17,7416.38,Fiber optic,Mailed check,1,1,No,No,No,0,2,1
40,Male,39,One year,66.07,2130.48,DSL,Bank transfer,2,2,Yes,No,No,0,4,0
67,Male,59,Month-to-month,45.34,5467.36,Fiber optic,Electronic check,2,2,No,No,No,0,3,0
47,Female,44,Month-to-month,136.72,4738.13,Fiber optic,Bank transfer,1,1,No,No,Yes,1,4,0
54,Female,4,Month-to-month,110.92,4696.88,No,Credit card,2,2,Yes,No,No,0,1,0
42,Female,36,Month-to-month,122.73,1070.17,Fiber optic,Bank transfer,3,0,No,Yes,No,0,4,1
65,Male,48,Month-to-month,36.14,4495.58,Fiber optic,Bank transfer,0,3,Yes,Yes,Yes,1,1,0
44,Male,14,Two year,37.55,1438.17,Fiber optic,Mailed check,1,0,Yes,Yes,Yes,1,1,1
68,Female,49,One year,34.59,3856.82,DSL,Credit card,4,1,Yes,No,Yes,0,5,0
31,Male,67,Two year,131.43,653.25,Fiber optic,Bank transfer,2,1,Yes,No,Yes,0,2,0
74,Male,9,Month-to-month,47.3,7726.34,DSL,Electronic check,7,4,Yes,Yes,Yes,0,1,1
65,Male,21,Two year,103.61,217.3,DSL,Mailed check,2,0,Yes,No,No,0,4,0
64,Male,72,One year,87.1,8459.98,DSL,Electronic check,1,0,No,Yes,Yes,0,3,0
71,Female,16,Month-to-month,90.77,7779.74,Fiber optic,Credit card,0,1,Yes,No,No,0,4,0
53,Male,16,One year,45.41,6798.21,Fiber optic,Bank transfer,1,1,Yes,No,No,0,5,0
56,Female,28,Two year,102.58,8844.7,DSL,Electronic check,6,2,Yes,Yes,No,0,5,0
33,Female,51,Month-to-month,25.6,579.0,Fiber optic,Credit card,2,1,Yes,No,No,0,3,0
73,Male,56,One year,149.15,5810.21,DSL,Mailed check,1,0,No,No,Yes,0,5,0
39,Female,57,Two year,23.48,7658.79,DSL,Electronic check,0,1,Yes,No,No,0,1,0
38,Female,52,Month-to-month,26.52,1226.89,No,Credit card,2,0,No,Yes,Yes,0,2,0
71,Male,46,One year,62.2,5304.5,DSL,Credit card,1,3,Yes,Yes,Yes,1,1,0
38,Female,38,Month-to-month,128.11,3605.9,DSL,Electronic check,1,1,Yes,Yes,Yes,0,3,0
25,Female,48,Month-to-month,53.43,3978.86,DSL,Bank transfer,1,1,Yes,No,Yes,0,2,0
66,Male,41,One year,81.35,8221.46,DSL,Credit card,1,0,Yes,No,Yes,0,2,0
33,Male,59,Month-to-month,22.34,4894.0,Fiber optic,Electronic check,5,2,Yes,Yes,No,0,4,1
72,Male,67,One year,30.25,930.03,DSL,Mailed check,2,0,No,Yes,No,0,3,0
48,Male,66,Month-to-month,99.04,8441.22,Fiber optic,Electronic check,2,0,No,Yes,Yes,1,5,0
59,Male,27,Month-to-month,45.27,1748.38,Fiber optic,Electronic check,3,0,No,Yes,No,0,3,0
27,Female,32,Month-to-month,110.25,8044.47,Fiber optic,Credit card,1,0,No,No,No,0,3,0
49,Female,56,Month-to-month,122.1,8741.19,No,Mailed check,3,0,No,Yes,Yes,0,4,1
26,Male,40,Two year,37.39,6126.49,Fiber optic,Electronic check,0,1,Yes,Yes,Yes,0,1,0
28,Male,58,Two year,143.12,6328.82,DSL,Mailed check,2,1,Yes,No,No,0,3,0
49,Male,6,Month-to-month,120.37,4198.67,Fiber optic,Electronic check,1,1,Yes,Yes,Yes,0,4,1
27,Female,39,Two year,35.2,2542.34,Fiber optic,Credit card,1,0,Yes,No,No,1,3,0
39,Female,18,Two year,85.33,2636.52,DSL,Bank transfer,6,2,No,No,No,0,3,1
74,Female,72,Month-to-month,139.91,6607.39,DSL,Credit card,6,0,Yes,No,Yes,0,1,0
34,Male,42,Month-to-month,77.21,5671.72,DSL,Bank transfer,4,2,No,Yes,No,0,4,0
21,Female,4,Month-to-month,128.86,5305.47,Fiber optic,Mailed check,2,2,Yes,No,Yes,0,2,0
65,Male,20,Month-to-month,84.46,5908.22,Fiber optic,Mailed check,4,1,No,Yes,No,0,2,0
69,Female,28,Two year,33.89,6995.6,Fiber optic,Credit card,3,0,No,Yes,No,0,4,0
64,Male,40,One year,39.22,6760.23,DSL,Bank transfer,0,0,Yes,Yes,Yes,0,4,0
42,Male,65,One year,26.07,1038.03,Fiber optic,Electronic check,3,1,No,No,Yes,1,2,1
38,Male,44,Month-to-month,45.39,3331.01,Fiber optic,Credit card,2,0,Yes,Yes,No,0,3,1
54,Female,23,Month-to-month,136.17,2449.31,Fiber optic,Bank transfer,2,1,Yes,No,Yes,0,1,1
55,Female,57,Month-to-month,104.53,4890.32,DSL,Electronic check,1,0,No,No,Yes,1,1,0
66,Female,47,Two year,116.05,646.6,DSL,Electronic check,3,0,No,Yes,No,1,2,0
18,Male,13,Month-to-month,100.82,6885.93,DSL,Bank transfer,4,1,Yes,Yes,No,1,5,1
42,Female,16,Two year,70.25,1048.09,DSL,Mailed check,0,2,Yes,Yes,No,0,5,0
68,Female,55,Month-to-month,48.19,2515.48,Fiber optic,Credit card,2,0,No,No,No,0,3,0
53,Male,65,One year,140.33,7066.4,DSL,Electronic check,2,1,No,Yes,No,0,2,0
34,Male,16,One year,86.93,558.88,No,Mailed check,1,0,No,No,Yes,0,2,0
58,Female,37,Two year,82.54,5975.79,Fiber optic,Bank transfer,2,1,No,No,No,0,5,0
41,Female,52,Month-to-month,149.49,8327.86,Fiber optic,Credit card,6,1,Yes,No,No,0,3,1
57,Male,38,Month-to-month,131.04,6442.65,DSL,Mailed check,2,0,No,No,No,0,5,0
32,Female,44,Two year,132.1,7151.18,DSL,Bank transfer,2,3,No,No,No,1,5,0
49,Male,54,Month-to-month,50.25,2077.99,No,Mailed check,2,0,Yes,Yes,No,1,1,0
56,Male,51,Month-to-month,32.33,5270.58,Fiber optic,Electronic check,2,0,Yes,Yes,Yes,0,2,0
23,Female,52,Month-to-month,146.83,2850.6,DSL,Credit card,1,1,No,No,No,0,3,0
18,Female,70,Month-to-month,75.37,2320.51,DSL,Credit card,0,0,Yes,No,Yes,0,3,0
64,Male,59,Two year,20.29,1812.86,DSL,Electronic check,2,0,No,Yes,Yes,0,2,0
40,Male,13,Two year,84.87,5310.33,DSL,Credit card,2,1,Yes,Yes,Yes,0,1,0
75,Female,41,Month-to-month,100.51,7171.33,DSL,Credit card,4,1,Yes,Yes,No,0,2,0
56,Female,12,Two year,120.89,7895.41,DSL,Mailed check,3,1,Yes,Yes,Yes,0,3,0
74,Female,50,One year,142.58,3914.41,Fiber optic,Bank transfer,0,0,No,Yes,No,1,3,0
34,Male,57,Month-to-month,138.97,3418.8,Fiber optic,Electronic check,1,1,Yes,Yes,No,0,1,0
58,Female,57,One year,24.18,7045.2,Fiber optic,Mailed check,2,1,No,Yes,No,0,1,0
46,Male,54,Month-to-month,112.53,2354.54,DSL,Mailed check,1,1,No,Yes,Yes,1,5,0
26,Male,66,One year,49.36,2745.89,DSL,Bank transfer,2,1,No,No,No,0,2,0
23,Male,63,Month-to-month,124.04,4055.03,Fiber optic,Electronic check,6,1,No,Yes,No,0,1,1
23,Female,9,One year,74.23,6381.51,DSL,Electronic check,3,2,Yes,Yes,No,0,4,0
69,Male,63,One year,25.52,1093.23,No,Mailed check,1,2,No,Yes,No,0,3,0
70,Male,72,Month-to-month,124.28,1576.98,Fiber optic,Mailed check,2,0,Yes,Yes,No,1,4,0
20,Female,3,Two year,37.79,8126.99,DSL,Credit card,1,1,No,Yes,Yes,0,3,0
34,Male,13,Month-to-month,42.96,2123.85,DSL,Bank transfer,1,0,Yes,Yes,No,0,3,0
66,Female,9,Month-to-month,82.06,545.77,No,Electronic check,3,0,Yes,Yes,Yes,0,3,0
29,Male,52,Month-to-month,71.43,6609.95,DSL,Credit card,0,1,Yes,No,No,1,3,0
65,Male,62,Month-to-month,83.2,6187.7,Fiber optic,Credit card,5,0,Yes,No,No,0,2,1
64,Male,8,Month-to-month,142.2,5440.68,Fiber optic,Bank transfer,0,0,No,Yes,No,0,2,1
62,Female,45,One year,105.46,4570.08,Fiber optic,Credit card,0,1,No,Yes,No,1,5,1
72,Male,53,Two year,57.74,8729.27,DSL,Electronic check,1,0,No,No,No,0,3,0
18,Female,63,Two year,42.48,1166.51,Fiber optic,Electronic check,3,0,No,No,Yes,1,5,0
32,Female,67,Two year,54.58,3766.73,DSL,Credit card,4,1,No,Yes,No,0,3,0
53,Female,46,Month-to-month,119.78,7066.94,Fiber optic,Electronic check,1,0,Yes,Yes,No,1,2,0
49,Male,10,One year,32.8,4292.78,No,Mailed check,3,1,Yes,No,No,0,4,0
49,Female,18,Month-to-month,92.86,7889.98,No,Bank transfer,3,1,Yes,Yes,Yes,0,2,1
